train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision,pca_time,pred_time
30000,3,35,10,0.976,0.976,0.9760086759139972,0.9733196110493372,0.9760931286057988,5.2728729248046875,3.5013322830200195
30000,3,35,10,0.9733333333333334,0.9733333333333334,0.9733938324464565,0.9703560021808101,0.973650457860126,5.4253082275390625,3.5179994106292725
30000,3,35,10,0.9703333333333334,0.9703333333333334,0.9703883441201415,0.9670182089133352,0.970689410257792,5.694648027420044,3.5015203952789307
30000,3,35,10,0.9723333333333334,0.9723333333333334,0.972339275500504,0.969236471460341,0.9726439811491217,5.539712429046631,3.5201752185821533
30000,3,35,10,0.973,0.973,0.9730332053653798,0.9699700553255388,0.9732453330298857,5.2703328132629395,3.500842809677124
30000,3,35,10,0.972,0.972,0.9719476664443389,0.968866303506099,0.9720365689125059,5.3861095905303955,3.5264928340911865
30000,3,35,10,0.9706666666666667,0.9706666666666667,0.9706925480024836,0.967387106888016,0.9709687952441746,5.230870008468628,3.5018861293792725
30000,3,35,10,0.9686666666666667,0.9686666666666667,0.9686980413141298,0.9651665643485963,0.9688109401316275,5.407723426818848,3.518500804901123
30000,3,35,10,0.9676666666666667,0.9676666666666667,0.9677272884319779,0.9640667809614692,0.9681186025398804,5.338152170181274,3.492394208908081
30000,3,35,10,0.9683333333333334,0.9683333333333334,0.9683126572977814,0.9647985308759497,0.9684917256822214,5.325798034667969,3.5314385890960693
