id,lat,lng
209067.0,19.3018899,-99.6880151
185997.0,19.3727,-99.1564
5013.0,20.6726121,-87.0379684
44962.0,25.7706417,-100.2370316
51180.0,22.19587786422682,-101.01895585990749
181436.0,20.729600778734547,-103.43199319089355
40421.0,20.67675,-101.35628
90071.0,19.44506,-99.14612
97918.0,19.42847,-99.12765999999999
177031.0,19.583575,-99.038228
118889.0,18.969630533333,-98.238496733333
261416.0,20.6172636,-100.3486071
294582.0,19.2540384,-99.0631638
127666.0,20.5226152,-99.8914752
202245.0,19.281838413836166,-99.1968870162964
224685.0,19.0615418,-98.2100814
274931.0,18.015242662345,-92.930238246918
141129.0,19.49016,-99.10978
282782.0,19.700779999999998,-101.18443
134758.0,19.25161030119175,-99.56795655190945
116928.0,19.446942,-99.130317
232207.0,19.459098,-99.143657
218245.0,19.3483953,-98.9860406
241431.0,19.42847,-99.12765999999999
60762.0,24.02032,-104.65756
61297.0,19.3517763,-99.29243559999999
171944.0,19.334246591801342,-99.24225350577393
32302.0,16.752523,-92.648438
119008.0,19.6289704,-99.09871240000001
190533.0,19.33541,-99.112007
16702.0,19.211053777027175,-100.18086900260448
84768.0,20.4718653,-103.43717279999998
167250.0,19.382970899999997,-99.2011531
160587.0,19.320739,-99.113324
25824.0,19.04334,-98.20193
207641.0,19.5120829,-99.2614547
200567.0,19.3655966,-99.1788282
267991.0,19.363502,-99.2316239
84676.0,20.7324151,-103.36517740000001
231950.0,20.3878,-99.99605
250047.0,19.250089000000006,-99.052718
72712.0,19.546687428938164,-99.30936813354492
58873.0,19.528,-99.219
229855.0,19.42847,-99.12765999999999
257588.0,32.49438,-115.03777
299439.0,19.42847,-99.12765999999999
273416.0,21.4831477,-104.85166109999999
216134.0,19.3394521,-99.23816190000002
127848.0,19.9063,-99.34297
120733.0,19.29707,-99.16787
116312.0,19.936293799999998,-99.3396736
11840.0,20.584593,-100.398331
203992.0,-34.860788,-56.18146899999999
48369.0,32.4572211,-116.842442
110067.0,19.48698,-99.18594
49646.0,29.07151128412095,-110.95989223596806
258878.0,23.0,-102.0
70673.0,40.935675,-5.646428
70366.0,21.031308275375725,-89.57114897668362
86982.0,24.139764517311722,-110.3392419219017
14801.0,22.154221399999997,-101.0143061
68238.0,20.617399116956264,-100.35467013124388
105483.0,25.689346,-100.3698159
233065.0,25.7094594,-100.14588349999997
252254.0,19.415436406412173,-99.1702903126892
14228.0,35.6895,139.69171
193815.0,23.0,-102.0
187385.0,25.67507,-100.31846999999999
125412.0,23.2329,-106.4062
232596.0,25.174,-107.486
250273.0,32.464801,-114.747786
46540.0,19.43203846630496,-99.19081194841006
37970.0,25.5057417,-103.4081842
86207.0,19.279620601152576,-99.19589997523805
1416.0,25.677431,-100.29385500000001
246070.0,24.0593339,-104.5938661
100792.0,18.83677,-99.18207
95548.0,19.435579495502488,-99.18972373266605
4822.0,20.572958169571397,-103.46530902944336
131687.0,22.21723930000001,-97.853184
213734.0,19.342,-99.053
27205.0,25.767784692044266,-100.3211242465576
242278.0,19.4616962,-99.0612316
295966.0,19.4526426,-99.13017740000001
151087.0,20.47421,-103.44654
253204.0,20.5865876,-100.3699552
193555.0,19.37905,-99.20131
233662.0,24.833054399999998,-107.39147340000002
91825.0,19.43471,-99.20091
123025.0,20.68128117556764,-103.39853082327879
233685.0,20.7013918,-103.4224381
136871.0,19.4070665,-99.16797240000001
144952.0,20.810718369501885,-103.48461006257315
128421.0,19.3132675,-99.11541729999999
63068.0,21.027917202399987,-101.26103326678276
231636.0,32.47037532624832,-116.8212007073364
237547.0,20.5986037,-100.34822409999998
42690.0,19.42847,-99.12765999999999
143725.0,23.0,-102.0
20830.0,19.3471967,-99.1591655
232768.0,19.553,-99.227
173679.0,19.354677586728734,-99.29050374340818
199424.0,19.568013,-99.069896
76493.0,19.48698,-99.18594
165038.0,19.2712058,-99.21920940000001
4378.0,19.389552,-99.26508
125465.0,19.55694,-97.77194
78770.0,23.06630775315752,-109.72895622253418
109224.0,20.7260347,-103.3124679
200837.0,19.5554361,-99.1505561
17677.0,19.427155,-99.160183
186814.0,20.384159323259613,-99.99021761555923
179128.0,22.2509307,-97.839108
116954.0,19.585952,-99.012222
55466.0,24.8213337,-107.4378676
52920.0,23.0,-102.0
16325.0,20.72356,-103.38479
43801.0,20.99198887375734,-89.56523269414902
149347.0,19.282061207886933,-99.20074939727785
56475.0,19.438052,-99.145585
55172.0,19.3020885,-99.63659760000002
5321.0,19.394029,-99.169917
161570.0,20.588060000000002,-100.38806
123989.0,20.649322,-101.344361
182333.0,19.5191946,-99.23550799999998
